date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:46	180/180	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b4044e3246f061f7ae6978a29b380380%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9dea076bdf7b64318fbf6_nav-arrow-dark.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9dea076bdf7b64318fbf6_nav-arrow-dark.svg	(from https://teknify.webflow.io/home-two)
10:11:48	110054/110054	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:53:30%20GMT	https://teknify.webflow.io/home-one	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/home-one.html	(from https://teknify.webflow.io/home-two)
10:11:48	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2012%20Dec%202025%2002:11:46%20GMT	https://teknify.webflow.io/	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/index.html	(from https://teknify.webflow.io/home-two)
10:11:50	152607/152607	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2015:53:34%20GMT	https://teknify.webflow.io/home-three	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/home-three.html	(from https://teknify.webflow.io/home-two)
10:11:50	114396/114396	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Dec%202025%2019:32:16%20GMT	https://teknify.webflow.io/service-one	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/service-one.html	(from https://teknify.webflow.io/home-two)
10:11:51	92541/92541	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Dec%202025%2013:14:47%20GMT	https://teknify.webflow.io/service-two	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/service-two.html	(from https://teknify.webflow.io/home-two)
10:11:52	108315/108315	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2013:20:50%20GMT	https://teknify.webflow.io/service-three	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/service-three.html	(from https://teknify.webflow.io/home-two)
10:11:53	1142/1142	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2229dfb805514131eb48a8a0a95e712816%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd671b0b5898355b38baae_menu-about-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd671b0b5898355b38baae_menu-about-icon.svg	(from https://teknify.webflow.io/home-two)
10:11:54	1395/1395	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224299aba27c59dc99c391d552366a24b6%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13888505353582df31_menu-service-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13888505353582df31_menu-service-icon.svg	(from https://teknify.webflow.io/home-two)
10:11:55	111341/111341	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:42:59%20GMT	https://teknify.webflow.io/about-us	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/about-us.html	(from https://teknify.webflow.io/home-two)
10:11:55	736/736	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22be250f780f8835a916351149d74746af%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13be90684a99426cad_menu-features-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13be90684a99426cad_menu-features-icon.svg	(from https://teknify.webflow.io/home-two)
10:11:57	97475/97475	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Dec%202025%2014:35:06%20GMT	https://teknify.webflow.io/features	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/features.html	(from https://teknify.webflow.io/home-two)
10:11:57	876/876	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f133153bbd9442b3fa2c04c4c026d12b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13978ca876ce16d143_menu-pricing-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13978ca876ce16d143_menu-pricing-icon.svg	(from https://teknify.webflow.io/home-two)
10:11:59	72421/72421	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Dec%202025%2005:35:19%20GMT	https://teknify.webflow.io/pricing-one	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/pricing-one.html	(from https://teknify.webflow.io/home-two)
10:12:00	94306/94306	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:01%20GMT	https://teknify.webflow.io/pricing-two	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/pricing-two.html	(from https://teknify.webflow.io/home-two)
10:12:00	310/310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c4d38d5052c38893ac9ad62db4119014%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13d59ccab1f56f37a0_menu-blog-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13d59ccab1f56f37a0_menu-blog-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:02	65360/65360	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2019:56:19%20GMT	https://teknify.webflow.io/blog-one	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/blog-one.html	(from https://teknify.webflow.io/home-two)
10:12:03	92562/92562	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:28:52%20GMT	https://teknify.webflow.io/blog-two	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/blog-two.html	(from https://teknify.webflow.io/home-two)
10:12:04	71161/71161	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Dec%202025%2019:30:53%20GMT	https://teknify.webflow.io/blog-three	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/blog-three.html	(from https://teknify.webflow.io/home-two)
10:12:05	52093/52093	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2000:08:23%20GMT	https://teknify.webflow.io/blog-details/smart-techniques-to-strengthen-your-tech-abilities-every-day	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/blog-details/smart-techniques-to-strengthen-your-tech-abilities-every-day.html	(from https://teknify.webflow.io/home-two)
10:12:05	501/501	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229d703d50be56762f52b640827453cd74%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c130a9390669cbe26f0_menu-contact-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c130a9390669cbe26f0_menu-contact-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:07	59528/59528	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2013:06:00%20GMT	https://teknify.webflow.io/contact-one	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/contact-one.html	(from https://teknify.webflow.io/home-two)
10:12:08	63093/63093	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Dec%202025%2021:06:08%20GMT	https://teknify.webflow.io/contact-two	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/contact-two.html	(from https://teknify.webflow.io/home-two)
10:12:09	55372/55372	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2005:18:13%20GMT	https://teknify.webflow.io/contact-three	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/contact-three.html	(from https://teknify.webflow.io/home-two)
10:12:09	576/576	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d04b2f2deb141611aa6a72bb1844f3f7%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13f76785bccea78c92_menu-knowledge-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13f76785bccea78c92_menu-knowledge-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:11	71082/71082	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:01%20GMT	https://teknify.webflow.io/knowledge-base	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/knowledge-base.html	(from https://teknify.webflow.io/home-two)
10:12:12	70728/70728	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2022:01:27%20GMT	https://teknify.webflow.io/knowledge-base-category	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/knowledge-base-category.html	(from https://teknify.webflow.io/home-two)
10:12:13	55483/55483	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:04%20GMT	https://teknify.webflow.io/knowledge-base/what-is-the-role-of-ai-in-predictive-analytics	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/knowledge-base/what-is-the-role-of-ai-in-predictive-analytics.html	(from https://teknify.webflow.io/home-two)
10:12:13	885/885	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bb8ce4547460762ee0b2b250036f4ebe%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13d718569c96b49301_menu-password-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c13d718569c96b49301_menu-password-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:15	6932/6932	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:03%20GMT	https://teknify.webflow.io/401	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/401.html	(from https://teknify.webflow.io/home-two)
10:12:15	442/442	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d5e6c6131c2503cdaa4bb60e0cc1014f%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c1359fb39f68e317cab_menu-404-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6c1359fb39f68e317cab_menu-404-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:17	6410/6410	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:03%20GMT	https://teknify.webflow.io/404	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/404.html	(from https://teknify.webflow.io/home-two)
10:12:17	1115/1115	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fc41564449e424a4d7f191b0f7ecc716%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6a7e47b16edd7d7f3344_mega-menu-arrow.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bd6a7e47b16edd7d7f3344_mega-menu-arrow.svg	(from https://teknify.webflow.io/home-two)
10:12:18	1098/1098	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2280a9cd838621a4ec034015df0863a38c%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9f3bb2c2d5ba8479ac412_footer-white.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9f3bb2c2d5ba8479ac412_footer-white.svg	(from https://teknify.webflow.io/home-two)
10:12:20	472/472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b75fa45bf87daf2ae08b712076a75c61%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5724_arrow-white.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5724_arrow-white.svg	(from https://teknify.webflow.io/home-two)
10:12:21	472/472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226167298bcf4f70cef3566ec2022c8f80%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679237cb860988deee81355a_arrow-dark.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679237cb860988deee81355a_arrow-dark.svg	(from https://teknify.webflow.io/home-two)
10:12:22	63108/63108	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2006:43:04%20GMT	https://teknify.webflow.io/product/standard-plan	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/product/standard-plan.html	(from https://teknify.webflow.io/home-two)
10:12:23	63106/63106	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Dec%202025%2005:47:43%20GMT	https://teknify.webflow.io/product/premium-plan	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/product/premium-plan.html	(from https://teknify.webflow.io/home-two)
10:12:24	16131/16131	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ef020fae84cd294d988bcb50308b8249%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9862260737a97d9ff5332_cart-black-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9862260737a97d9ff5332_cart-black-icon.svg	(from https://teknify.webflow.io/home-two)
10:12:25	102017/102017	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2007:36:44%20GMT	https://teknify.webflow.io/checkout	/Users/chongcy/websites/Zeoniq1/teknify.webflow.io/checkout.html	(from https://teknify.webflow.io/home-two)
10:12:27	47288/47288	---M--	200	added ('OK')	image/webp	etag:%22154095b6a3caffbd2678ae9bdc0b1782%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac66e8acd413cd9794d3ba_home-two-dashboard.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac66e8acd413cd9794d3ba_home-two-dashboard.webp	(from https://teknify.webflow.io/home-two)
10:12:27	123518/123518	---M--	200	added ('OK')	image/webp	etag:%22693e278499032a9a42fe8835b3fb2e9f%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac5b9fb9d04d9f75c9a259_phone-rotate.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac5b9fb9d04d9f75c9a259_phone-rotate.webp	(from https://teknify.webflow.io/home-two)
10:12:27	4890/4890	---M--	200	added ('OK')	image/webp	etag:%229a1a8d72065359e16d374250a8e35478%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac5eb887947ee5137dd524_card-one.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac5eb887947ee5137dd524_card-one.webp	(from https://teknify.webflow.io/home-two)
10:12:28	10060/10060	---M--	200	added ('OK')	image/webp	etag:%220c8e25ee77e1465a302d673dfa430d4e%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac63b4fc5754530df328b4_card-two.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac63b4fc5754530df328b4_card-two.webp	(from https://teknify.webflow.io/home-two)
10:12:30	365/365	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22969a666f0c56545c2697b71eef5cc7cf%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5708_play-icon-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5708_play-icon-01.svg	(from https://teknify.webflow.io/home-two)
10:12:30	29494/29494	---M--	200	added ('OK')	image/webp	etag:%223de9bff15aefce414e9c93558daaae62%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571b_hero-two-03.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571b_hero-two-03.webp	(from https://teknify.webflow.io/home-two)
10:12:31	16228/16228	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d72a6c37ce1be0f206111075896797bf%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5704_client-two-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5704_client-two-01.svg	(from https://teknify.webflow.io/home-two)
10:12:32	17559/17559	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2229e00dcf554bd9cd383af3a5714f72e5%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5706_client-two-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5706_client-two-02.svg	(from https://teknify.webflow.io/home-two)
10:12:34	13712/13712	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ecf3a8f0fe89c2cc3278530a3671045c%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571d_client-two-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571d_client-two-03.svg	(from https://teknify.webflow.io/home-two)
10:12:35	18094/18094	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2281bcd51f772f35a9ea1fd4c088acad3d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571e_client-two-04.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571e_client-two-04.svg	(from https://teknify.webflow.io/home-two)
10:12:36	14310/14310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e6359afcad2019d798f409c00efc0da0%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67adb283223de4c073edb250_client-two-review.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67adb283223de4c073edb250_client-two-review.svg	(from https://teknify.webflow.io/home-two)
10:12:37	14314/14314	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211d7d420c485a70beaee02c38af50231%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571f_client-two-05.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c571f_client-two-05.svg	(from https://teknify.webflow.io/home-two)
10:12:37	541/541	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ecca0d722c0e7aef03f243602fb4d24a%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987070b99a8553f291851e_icon-box-two-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987070b99a8553f291851e_icon-box-two-01.svg	(from https://teknify.webflow.io/home-two)
10:12:38	283/283	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9b53711d2db93e19d1c715277e1a111%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798707b5238cf01e14c038f_icon-box-two-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798707b5238cf01e14c038f_icon-box-two-02.svg	(from https://teknify.webflow.io/home-two)
10:12:39	1218/1218	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220a7afe09010c82aaf0f919c89b26becd%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987095c07132fc15d2b39b_icon-box-two-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987095c07132fc15d2b39b_icon-box-two-03.svg	(from https://teknify.webflow.io/home-two)
10:12:41	1041/1041	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22471e2057d941b681821b9e5a73797059%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987097051c640daea41054_icon-box-two-04.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67987097051c640daea41054_icon-box-two-04.svg	(from https://teknify.webflow.io/home-two)
10:12:41	13018/13018	---M--	200	added ('OK')	image/webp	etag:%22e741e4205a306d26f9402c2a29c4fb0e%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679749baeabb682ab7dda05d_About-us-two-02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679749baeabb682ab7dda05d_About-us-two-02.webp	(from https://teknify.webflow.io/home-two)
10:12:42	66248/66248	---M--	200	added ('OK')	image/webp	etag:%22b40b3da643af279192ed2f761a250c75%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6797499eeabb682ab7dd6dfa_about-us-two-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6797499eeabb682ab7dd6dfa_about-us-two-01.webp	(from https://teknify.webflow.io/home-two)
10:12:43	1202/1202	---M--	200	added ('OK')	image/webp	etag:%223ff22daf508c16f64ce70ef22c395002%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679736b2ebaf4e31dec6774b_Arrow%20Down.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679736b2ebaf4e31dec6774b_Arrow%20Down.webp	(from https://teknify.webflow.io/home-two)
10:12:44	17184/17184	---M--	200	added ('OK')	image/png	etag:%22dcafc439b4ed272419e725fa706d6adb%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679736b2ebaf4e31dec67742_Business%20Management%20(3).png	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679736b2ebaf4e31dec67742_Business%20Management%20(3).png	(from https://teknify.webflow.io/home-two)
10:12:46	272/272	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228a4177e8a2c82275d8da9c9f0c84d3ab%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5725_Group%201000002281.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5725_Group%201000002281.svg	(from https://teknify.webflow.io/home-two)
10:12:46	5334/5334	---M--	200	added ('OK')	image/webp	etag:%229653107eccc31c8547680727c3240d12%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5727_how-it-work-card-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5727_how-it-work-card-01.webp	(from https://teknify.webflow.io/home-two)
10:12:47	5998/5998	---M--	200	added ('OK')	image/webp	etag:%2248b0194e2e1cf54346addf63aa7ebcd4%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c572a_how-it-work-card-02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c572a_how-it-work-card-02.webp	(from https://teknify.webflow.io/home-two)
10:12:48	5570/5570	---M--	200	added ('OK')	image/webp	etag:%22599c8716b854946a7678eba6505ff55d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c572d_how-it-work-card-03.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c572d_how-it-work-card-03.webp	(from https://teknify.webflow.io/home-two)
10:12:49	6424/6424	---M--	200	added ('OK')	image/webp	etag:%22ceb72e9d8ba1d1b6adad402668f39b31%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5730_how-it-work-card-04.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5730_how-it-work-card-04.webp	(from https://teknify.webflow.io/home-two)
10:12:50	459/459	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228ab216a968c137610dbd238158c632c1%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5732_how-it-work-image-line.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f26e520066524c85c5732_how-it-work-image-line.svg	(from https://teknify.webflow.io/home-two)
